name,country_iso2,ticker,source_item,source
"Rave Restaurant Group,Inc.",US,RAVE,,DataHub Nasdaq listings
Raytech HoldingLimited,US,RAY,,DataHub Nasdaq listings
Erayak Power Solution GroupInc.,US,RAYA,,DataHub Nasdaq listings
RBB Bancorp,US,RBB,,DataHub Nasdaq listings
Ribbon CommunicationsInc.,US,RBBN,,DataHub Nasdaq listings
"Republic Bancorp,Inc.",US,RBCAA,,DataHub Nasdaq listings
"Rhinebeck Bancorp,Inc.",US,RBKB,,DataHub Nasdaq listings
Robin EnergyLtd.,US,RBNE,,DataHub Nasdaq listings
"Red Cat Holdings,Inc.",US,RCAT,,DataHub Nasdaq listings
"Avita Medical,Inc.",US,RCEL,,DataHub Nasdaq listings
"Rocket Pharmaceuticals,Inc.",US,RCKT,,DataHub Nasdaq listings
"Rocky Brands,Inc.",US,RCKY,,DataHub Nasdaq listings
"RCM Technologies,Inc.",US,RCMT,,DataHub Nasdaq listings
"Recon Technology,Ltd.",US,RCON,,DataHub Nasdaq listings
RedCloud Holdingsplc,US,RCT,,DataHub Nasdaq listings
RadcomLtd.,US,RDCM,,DataHub Nasdaq listings
"Ridgetech,Inc.",US,RDGT,,DataHub Nasdaq listings
Redhill BiopharmaLtd.,US,RDHL,,DataHub Nasdaq listings
Reading InternationalInc,US,RDI,,DataHub Nasdaq listings
"RadNet,Inc.",US,RDNT,,DataHub Nasdaq listings
"RideNow Group,Inc.",US,RDNW,,DataHub Nasdaq listings
"Red Violet,Inc.",US,RDVT,,DataHub Nasdaq listings
RadwareLtd.,US,RDWR,,DataHub Nasdaq listings
"Roadzen,Inc.",US,RDZN,,DataHub Nasdaq listings
"The RealReal,Inc.",US,REAL,,DataHub Nasdaq listings
"The Real Brokerage,Inc.",US,REAX,,DataHub Nasdaq listings
"Reborn Coffee,Inc.",US,REBN,,DataHub Nasdaq listings
Rectitude HoldingsLtd,US,RECT,,DataHub Nasdaq listings
REE AutomotiveLtd.,US,REE,,DataHub Nasdaq listings
"Chicago Atlantic Real Estate Finance,Inc.",US,REFI,,DataHub Nasdaq listings
Research Frontiers Incorporated,US,REFR,,DataHub Nasdaq listings
Regency CentersCorporation,US,REG,,DataHub Nasdaq listings
"Regeneron Pharmaceuticals,Inc.",US,REGN,,DataHub Nasdaq listings
"Rekor Systems,Inc.",US,REKR,,DataHub Nasdaq listings
"Richardson Electronics,Ltd.",US,RELL,,DataHub Nasdaq listings
"Remitly Global,Inc.",US,RELY,,DataHub Nasdaq listings
"Rent the Runway,Inc.",US,RENT,,DataHub Nasdaq listings
RenX EnterprisesCorp.,US,RENX,,DataHub Nasdaq listings
"Replimune Group,Inc.",US,REPL,,DataHub Nasdaq listings
"ReTo Eco-Solutions,Inc.",US,RETO,,DataHub Nasdaq listings
"Revelation Biosciences,Inc.",US,REVB,,DataHub Nasdaq listings
Reynolds Consumer ProductsInc.,US,REYN,,DataHub Nasdaq listings
"RF Industries,Ltd.",US,RFIL,,DataHub Nasdaq listings
Regencell Bioscience HoldingsLimited,US,RGC,,DataHub Nasdaq listings
RGC ResourcesInc.,US,RGCO,,DataHub Nasdaq listings
RepligenCorporation,US,RGEN,,DataHub Nasdaq listings
"Royal Gold,Inc.",US,RGLD,,DataHub Nasdaq listings
REGENXBIOInc.,US,RGNX,,DataHub Nasdaq listings
"Resources Connection,Inc.",US,RGP,,DataHub Nasdaq listings
RegisCorporation,US,RGS,,DataHub Nasdaq listings
"Rigetti Computing,Inc.",US,RGTI,,DataHub Nasdaq listings
"RCI Hospitality Holdings,Inc.",US,RICK,,DataHub Nasdaq listings
"Rigel Pharmaceuticals,Inc.",US,RIGL,,DataHub Nasdaq listings
"BRC Group Holdings,Inc.",US,RILY,,DataHub Nasdaq listings
"Algorhythm Holdings,Inc.",US,RIME,,DataHub Nasdaq listings
"Riot Platforms,Inc.",US,RIOT,,DataHub Nasdaq listings
Reitar Logtech HoldingsLimited,US,RITR,,DataHub Nasdaq listings
"Rivian Automotive,Inc.",US,RIVN,,DataHub Nasdaq listings
Republic Airways HoldingsInc.,US,RJET,,DataHub Nasdaq listings
"Arcadia Biosciences,Inc.",US,RKDA,,DataHub Nasdaq listings
Rocket LabCorporation,US,RKLB,,DataHub Nasdaq listings
Rocket OneInc.,US,RKTO,,DataHub Nasdaq listings
"Relay Therapeutics,Inc.",US,RLAY,,DataHub Nasdaq listings
"Relmada Therapeutics,Inc.",US,RLMD,,DataHub Nasdaq listings
RallybioCorporation,US,RLYB,,DataHub Nasdaq listings
"Richmond Mutual Bancorporation,Inc.",US,RMBI,,DataHub Nasdaq listings
"Rambus,Inc.",US,RMBS,,DataHub Nasdaq listings
"Rocky Mountain Chocolate Factory,Inc.",US,RMCF,,DataHub Nasdaq listings
Royalty Management HoldingCorporation,US,RMCO,,DataHub Nasdaq listings
"Suncrete,Inc.",US,RMIX,,DataHub Nasdaq listings
"Rimini Street,Inc.",US,RMNI,,DataHub Nasdaq listings
The RMR GroupInc.,US,RMR,,DataHub Nasdaq listings
Real MessengerCorporation,US,RMSG,,DataHub Nasdaq listings
"Rockwell Medical,Inc.",US,RMTI,,DataHub Nasdaq listings
"Atrium Therapeutics,Inc.",US,RNA,,DataHub Nasdaq listings
"Cartesian Therapeutics,Inc.",US,RNAC,,DataHub Nasdaq listings
"TransCode Therapeutics,Inc.",US,RNAZ,,DataHub Nasdaq listings
"Rein Therapeutics,Inc.",US,RNTX,,DataHub Nasdaq listings
ReNew Energy Globalplc,US,RNW,,DataHub Nasdaq listings
"RenovoRx,Inc.",US,RNXT,,DataHub Nasdaq listings
"Construction Partners,Inc.",US,ROAD,,DataHub Nasdaq listings
Rank One ComputingCorporation,US,ROC,,DataHub Nasdaq listings
"Gibraltar Industries,Inc.",US,ROCK,,DataHub Nasdaq listings
Roivant SciencesLtd.,US,ROIV,,DataHub Nasdaq listings
"Roku,Inc.",US,ROKU,,DataHub Nasdaq listings
Roma Green FinanceLimited,US,ROMA,,DataHub Nasdaq listings
"Root,Inc.",US,ROOT,,DataHub Nasdaq listings
"Roper Technologies,Inc.",US,ROP,,DataHub Nasdaq listings
"Ross Stores,Inc.",US,ROST,,DataHub Nasdaq listings
Repay HoldingsCorporation,US,RPAY,,DataHub Nasdaq listings
"Rapid7,Inc.",US,RPD,,DataHub Nasdaq listings
Republic Power GroupLimited,US,RPGL,,DataHub Nasdaq listings
"Rapid Micro Biosystems,Inc.",US,RPID,,DataHub Nasdaq listings
Royalty Pharmaplc,US,RPRX,,DataHub Nasdaq listings
Richtech RoboticsInc.,US,RR,,DataHub Nasdaq listings
"Red River Bancshares,Inc.",US,RRBI,,DataHub Nasdaq listings
"Red Robin Gourmet Burgers,Inc.",US,RRGB,,DataHub Nasdaq listings
"Red Rock Resorts,Inc.",US,RRR,,DataHub Nasdaq listings
"Research Solutions,Inc",US,RSSS,,DataHub Nasdaq listings
"Reservoir Media, Inc..",US,RSVR,,DataHub Nasdaq listings
"RTB Digital,Inc.",US,RTB,,DataHub Nasdaq listings
RubicoInc.,US,RUBI,,DataHub Nasdaq listings
RumbleInc.,US,RUM,,DataHub Nasdaq listings
SunrunInc.,US,RUN,,DataHub Nasdaq listings
"Rush Enterprises,Inc.",US,RUSHA,,DataHub Nasdaq listings
"Revolution Medicines,Inc.",US,RVMD,,DataHub Nasdaq listings
Riverview BancorpInc,US,RVSB,,DataHub Nasdaq listings
Rail VisionLtd.,US,RVSN,,DataHub Nasdaq listings
Runway Growth FinanceCorp.,US,RWAY,,DataHub Nasdaq listings
"Recursion Pharmaceuticals,Inc.",US,RXRX,,DataHub Nasdaq listings
"RxSight,Inc.",US,RXST,,DataHub Nasdaq listings
"Rackspace Technology,Inc.",US,RXT,,DataHub Nasdaq listings
Ryanair Holdingsplc,US,RYAAY,,DataHub Nasdaq listings
Ruanyun Edai TechnologyInc.,US,RYET,,DataHub Nasdaq listings
"RYTHM,Inc.",US,RYM,,DataHub Nasdaq listings
"rYojbaba Co.,Ltd.",US,RYOJ,,DataHub Nasdaq listings
"Rhythm Pharmaceuticals,Inc.",US,RYTM,,DataHub Nasdaq listings
"Rezolute,Inc.",US,RZLT,,DataHub Nasdaq listings
Rezolve AIPLC,US,RZLV,,DataHub Nasdaq listings
SabreCorporation,US,SABR,,DataHub Nasdaq listings
"SAB Biotherapeutics,Inc.",US,SABS,,DataHub Nasdaq listings
"Safety Insurance Group,Inc.",US,SAFT,,DataHub Nasdaq listings
"XCF Global,Inc.",US,SAFX,,DataHub Nasdaq listings
SAGTEC GLOBALLIMITED,US,SAGT,,DataHub Nasdaq listings
"Saia,Inc.",US,SAIA,,DataHub Nasdaq listings
Science Applications InternationalCorporation,US,SAIC,,DataHub Nasdaq listings
SAIHEATLimited,US,SAIH,,DataHub Nasdaq listings
"SailPoint,Inc.",US,SAIL,,DataHub Nasdaq listings
Silvercrest Asset Management GroupInc.,US,SAMG,,DataHub Nasdaq listings
"Sana Biotechnology,Inc.",US,SANA,,DataHub Nasdaq listings
Sangoma TechnologiesCorporation,US,SANG,,DataHub Nasdaq listings
SanminaCorporation,US,SANM,,DataHub Nasdaq listings
SatellogicInc.,US,SATL,,DataHub Nasdaq listings
EchoStarCorporation,US,SATS,,DataHub Nasdaq listings
SBA CommunicationsCorporation,US,SBAC,,DataHub Nasdaq listings
SBC Medical Group Holdings Incorporated,US,SBC,,DataHub Nasdaq listings
Seacoast Banking Corporation of Florida,US,SBCF,,DataHub Nasdaq listings
"Sharplink,Inc.",US,SBET,,DataHub Nasdaq listings
"SB Financial Group,Inc.",US,SBFG,,DataHub Nasdaq listings
Sunshine BiopharmaInc.,US,SBFM,,DataHub Nasdaq listings
"Sinclair,Inc.",US,SBGI,,DataHub Nasdaq listings
Star Bulk CarriersCorp.,US,SBLK,,DataHub Nasdaq listings
"Sabra Health Care REIT,Inc.",US,SBRA,,DataHub Nasdaq listings
StarbucksCorporation,US,SBUX,,DataHub Nasdaq listings
Scage Future,US,SCAG,,DataHub Nasdaq listings
ScholasticCorporation,US,SCHL,,DataHub Nasdaq listings
"Socket Mobile,Inc.",US,SCKT,,DataHub Nasdaq listings
Scilex HoldingCompany,US,SCLX,,DataHub Nasdaq listings
Scinai ImmunotherapeuticsLtd.,US,SCNI,,DataHub Nasdaq listings
"Scienture Holdings,Inc.",US,SCNX,,DataHub Nasdaq listings
"comScore,Inc.",US,SCOR,,DataHub Nasdaq listings
Social Commerce PartnersCorporation,US,SCPQ,,DataHub Nasdaq listings
"ScanSource,Inc.",US,SCSC,,DataHub Nasdaq listings
"Shoe Carnival,Inc.",US,SCVL,,DataHub Nasdaq listings
374WaterInc.,US,SCWO,,DataHub Nasdaq listings
"SCYNEXIS,Inc.",US,SCYX,,DataHub Nasdaq listings
Santacruz Silver MiningLtd.,US,SCZM,,DataHub Nasdaq listings
SunCar Technology GroupInc.,US,SDA,,DataHub Nasdaq listings
"Schrodinger,Inc.",US,SDGR,,DataHub Nasdaq listings
Smart Digital GroupLimited,US,SDM,,DataHub Nasdaq listings
Sadot GroupInc.,US,SDOT,,DataHub Nasdaq listings
Stardust PowerInc.,US,SDST,,DataHub Nasdaq listings
Vivid SeatsInc.,US,SEAT,,DataHub Nasdaq listings
"SolarEdge Technologies,Inc.",US,SEDG,,DataHub Nasdaq listings
Origin AgritechLimited,US,SEED,,DataHub Nasdaq listings
"Seer,Inc.",US,SEER,,DataHub Nasdaq listings
SEI InvestmentsCompany,US,SEIC,,DataHub Nasdaq listings
"Global Self Storage,Inc.",US,SELF,,DataHub Nasdaq listings
Semilux InternationalLtd.,US,SELX,,DataHub Nasdaq listings
Seneca FoodsCorp.,US,SENEA,,DataHub Nasdaq listings
"Senseonics Holdings,Inc.",US,SENS,,DataHub Nasdaq listings
"Septerna,Inc.",US,SEPN,,DataHub Nasdaq listings
"Sera Prognostics,Inc.",US,SERA,,DataHub Nasdaq listings
Serve RoboticsInc.,US,SERV,,DataHub Nasdaq listings
Aptera MotorsCorp.,US,SEV,,DataHub Nasdaq listings
Seven Hills Realty Trust,US,SEVN,,DataHub Nasdaq listings
SezzleInc.,US,SEZL,,DataHub Nasdaq listings
"Sound Financial Bancorp,Inc.",US,SFBC,,DataHub Nasdaq listings
"Smithfield Foods,Inc.",US,SFD,,DataHub Nasdaq listings
Samfine Creation Holdings GroupLimited,US,SFHG,,DataHub Nasdaq listings
"Stitch Fix,Inc.",US,SFIX,,DataHub Nasdaq listings
"Sprouts Farmers Market,Inc.",US,SFM,,DataHub Nasdaq listings
Simmons First NationalCorporation,US,SFNC,,DataHub Nasdaq listings
"Southern First Bancshares,Inc.",US,SFST,,DataHub Nasdaq listings
Shengfeng DevelopmentLimited,US,SFWL,,DataHub Nasdaq listings
"Saga Communications,Inc.",US,SGA,,DataHub Nasdaq listings
"Superior Group of Companies,Inc.",US,SGC,,DataHub Nasdaq listings
"Sight Sciences,Inc.",US,SGHT,,DataHub Nasdaq listings
Singularity Future TechnologyLtd.,US,SGLY,,DataHub Nasdaq listings
Sigma LithiumCorporation,US,SGML,,DataHub Nasdaq listings
Sagimet BiosciencesInc.,US,SGMT,,DataHub Nasdaq listings
"SpyGlass Pharma,Inc.",US,SGP,,DataHub Nasdaq listings
"SPAR Group,Inc.",US,SGRP,,DataHub Nasdaq listings
"Surgery Partners,Inc.",US,SGRY,,DataHub Nasdaq listings
"SharonAI Holdings,Inc.",US,SHAZ,,DataHub Nasdaq listings
"Shore Bancshares,Inc.",US,SHBI,,DataHub Nasdaq listings
Sotera HealthCompany,US,SHC,,DataHub Nasdaq listings
Shenandoah TelecommunicationsCo,US,SHEN,,DataHub Nasdaq listings
"SHF Holdings,Inc.",US,SHFS,,DataHub Nasdaq listings
ShimmickCorporation,US,SHIM,,DataHub Nasdaq listings
Seanergy Maritime HoldingsCorp.,US,SHIP,,DataHub Nasdaq listings
"Shoals Technologies Group,Inc.",US,SHLS,,DataHub Nasdaq listings
SCHMID GroupN.V.,US,SHMD,,DataHub Nasdaq listings
"Steven Madden,Ltd.",US,SHOO,,DataHub Nasdaq listings
ShopifyInc.,US,SHOP,,DataHub Nasdaq listings
"Shuttle Pharmaceuticals Holdings,Inc.",US,SHPH,,DataHub Nasdaq listings
"SI-BONE,Inc.",US,SIBN,,DataHub Nasdaq listings
"Sidus Space,Inc.",US,SIDU,,DataHub Nasdaq listings
Siebert FinancialCorp.,US,SIEB,,DataHub Nasdaq listings
Sify TechnologiesLimited,US,SIFY,,DataHub Nasdaq listings
SIGA TechnologiesInc.,US,SIGA,,DataHub Nasdaq listings
"Selective Insurance Group,Inc.",US,SIGI,,DataHub Nasdaq listings
SilicomLtd,US,SILC,,DataHub Nasdaq listings
"Silo Pharma,Inc.",US,SILO,,DataHub Nasdaq listings
Silicon Motion TechnologyCorporation,US,SIMO,,DataHub Nasdaq listings
"SiNtx Technologies,Inc.",US,SINT,,DataHub Nasdaq listings
"Sionna Therapeutics,Inc.",US,SION,,DataHub Nasdaq listings
SiriusXM HoldingsInc.,US,SIRI,,DataHub Nasdaq listings
SiTimeCorporation,US,SITM,,DataHub Nasdaq listings
Scienjoy HoldingCorporation,US,SJ,,DataHub Nasdaq listings
Skyline Builders Group HoldingLimited,US,SKBL,,DataHub Nasdaq listings
SkinHealth SystemsInc.,US,SKIN,,DataHub Nasdaq listings
SKK HoldingsLimited,US,SKK,,DataHub Nasdaq listings
"Skyward Specialty Insurance Group,Inc.",US,SKWD,,DataHub Nasdaq listings
"SkyAI,Inc.",US,SKYA,,DataHub Nasdaq listings
"Skye Bioscience,Inc.",US,SKYE,,DataHub Nasdaq listings
Sky QuarryInc.,US,SKYQ,,DataHub Nasdaq listings
"SkyWater Technology,Inc.",US,SKYT,,DataHub Nasdaq listings
ProShares Ultra Cloud Computing,US,SKYU,,DataHub Nasdaq listings
"SkyWest,Inc.",US,SKYW,,DataHub Nasdaq listings
SKYX PlatformsCorp.,US,SKYX,,DataHub Nasdaq listings
"Silicon Laboratories,Inc.",US,SLAB,,DataHub Nasdaq listings
Solid BiosciencesInc.,US,SLDB,,DataHub Nasdaq listings
"Slide Insurance Holdings,Inc.",US,SLDE,,DataHub Nasdaq listings
"Solid Power,Inc.",US,SLDP,,DataHub Nasdaq listings
"Super League Enterprise,Inc.",US,SLE,,DataHub Nasdaq listings
Smart Logistics GlobalLimited,US,SLGB,,DataHub Nasdaq listings
Sol-Gel TechnologiesLtd.,US,SLGL,,DataHub Nasdaq listings
SLMCorporation,US,SLM,,DataHub Nasdaq listings
Brera HoldingsPLC,US,SLMT,,DataHub Nasdaq listings
Silence TherapeuticsPlc,US,SLN,,DataHub Nasdaq listings
"Stabilis Solutions,Inc.",US,SLNG,,DataHub Nasdaq listings
"Soluna Holdings,Inc.",US,SLNH,,DataHub Nasdaq listings
"Simulations Plus,Inc.",US,SLP,,DataHub Nasdaq listings
SLR InvestmentCorp.,US,SLRC,,DataHub Nasdaq listings
"SELLAS Life Sciences Group,Inc.",US,SLS,,DataHub Nasdaq listings
"Solesence,Inc.",US,SLSN,,DataHub Nasdaq listings
Silexion TherapeuticsCorp,US,SLXN,,DataHub Nasdaq listings
"Southern Missouri Bancorp,Inc.",US,SMBC,,DataHub Nasdaq listings
"Super Micro Computer,Inc.",US,SMCI,,DataHub Nasdaq listings
Smith-MidlandCorporation,US,SMID,,DataHub Nasdaq listings
Summit TherapeuticsInc.,US,SMMT,,DataHub Nasdaq listings
The Simply Good FoodsCompany,US,SMPL,,DataHub Nasdaq listings
"Smith Micro Software,Inc.",US,SMSI,,DataHub Nasdaq listings
SemtechCorporation,US,SMTC,,DataHub Nasdaq listings
Sanara MedTechInc.,US,SMTI,,DataHub Nasdaq listings
"SmartKem,Inc.",US,SMTK,,DataHub Nasdaq listings
SMX (Security Matters) Public LimitedCompany,US,SMX,,DataHub Nasdaq listings
Solarmax TechnologyInc.,US,SMXT,,DataHub Nasdaq listings
"Snail,Inc.",US,SNAL,,DataHub Nasdaq listings
Sleep NumberCorporation,US,SNBR,,DataHub Nasdaq listings
"Smart Sand,Inc.",US,SND,,DataHub Nasdaq listings
SandiskCorporation,US,SNDK,,DataHub Nasdaq listings
SNDLInc.,US,SNDL,,DataHub Nasdaq listings
"Syndax Pharmaceuticals,Inc.",US,SNDX,,DataHub Nasdaq listings
"SenesTech,Inc.",US,SNES,,DataHub Nasdaq listings
StoneX GroupInc.,US,SNEX,,DataHub Nasdaq listings
Security National FinancialCorporation,US,SNFCA,,DataHub Nasdaq listings
"Soligenix,Inc.",US,SNGX,,DataHub Nasdaq listings
"Sonoma Pharmaceuticals,Inc.",US,SNOA,,DataHub Nasdaq listings
"Synopsys,Inc.",US,SNPS,,DataHub Nasdaq listings
"Sensei Biotherapeutics,Inc.",US,SNSE,,DataHub Nasdaq listings
Senstar TechnologiesCorporation,US,SNT,,DataHub Nasdaq listings
Sentage HoldingsInc.,US,SNTG,,DataHub Nasdaq listings
"Senti Biosciences Holdings,Inc.",US,SNTI,,DataHub Nasdaq listings
"SANUWAVE Health,Inc.",US,SNWV,,DataHub Nasdaq listings
Sanofi,US,SNY,,DataHub Nasdaq listings
Synergy CHCCorp.,US,SNYR,,DataHub Nasdaq listings
"SOBR Safe,Inc.",US,SOBR,,DataHub Nasdaq listings
"SoFi Technologies,Inc.",US,SOFI,,DataHub Nasdaq listings
Sound GroupInc.,US,SOGP,,DataHub Nasdaq listings
Sohu.comLimited,US,SOHU,,DataHub Nasdaq listings
Solstice Advanced MaterialsInc.,US,SOLS,,DataHub Nasdaq listings
"DNA X,Inc.",US,SONM,,DataHub Nasdaq listings
"Sonos,Inc.",US,SONO,,DataHub Nasdaq listings
SOPHiA GENETICS SA,US,SOPH,,DataHub Nasdaq listings
AsiaStrategy,US,SORA,,DataHub Nasdaq listings
Sono-TekCorporation,US,SOTK,,DataHub Nasdaq listings
"SoundHound AI,Inc.",US,SOUN,,DataHub Nasdaq listings
Sow GoodInc.,US,SOWG,,DataHub Nasdaq listings
Safe Pro GroupInc.,US,SPAI,,DataHub Nasdaq listings
"SuperCom,Ltd.",US,SPCB,,DataHub Nasdaq listings
"South Plains Financial,Inc.",US,SPFI,,DataHub Nasdaq listings
Springview HoldingsLtd,US,SPHL,,DataHub Nasdaq listings
"Spok Holdings,Inc.",US,SPOK,,DataHub Nasdaq listings
SIMPPLELTD.,US,SPPL,,DataHub Nasdaq listings
"Spruce Biosciences,Inc.",US,SPRB,,DataHub Nasdaq listings
SciSparcLtd.,US,SPRC,,DataHub Nasdaq listings
"Spero Therapeutics,Inc.",US,SPRO,,DataHub Nasdaq listings
"ARS Pharmaceuticals,Inc.",US,SPRY,,DataHub Nasdaq listings
"SPS Commerce,Inc.",US,SPSC,,DataHub Nasdaq listings
"Sprout Social,Inc",US,SPT,,DataHub Nasdaq listings
"Seaport Therapeutics,Inc.",US,SPTX,,DataHub Nasdaq listings
"Sportsman's Warehouse Holdings,Inc.",US,SPWH,,DataHub Nasdaq listings
SunPowerInc.,US,SPWR,,DataHub Nasdaq listings
"Presidio Property Trust,Inc.",US,SQFT,,DataHub Nasdaq listings
ProShares UltraPro Short QQQ,US,SQQQ,,DataHub Nasdaq listings
Sportradar Group AG,US,SRAD,,DataHub Nasdaq listings
"SR Bancorp,Inc.",US,SRBK,,DataHub Nasdaq listings
1st SourceCorporation,US,SRCE,,DataHub Nasdaq listings
"Sarepta Therapeutics,Inc.",US,SRPT,,DataHub Nasdaq listings
Scholar Rock HoldingCorporation,US,SRRK,,DataHub Nasdaq listings
"Strata Critical Medical,Inc.",US,SRTA,,DataHub Nasdaq listings
"Sensus Healthcare,Inc.",US,SRTS,,DataHub Nasdaq listings
"Surrozen,Inc.",US,SRZN,,DataHub Nasdaq listings
Summit State Bank,US,SSBI,,DataHub Nasdaq listings
SS Innovations InternationalInc.,US,SSII,,DataHub Nasdaq listings
Sono GroupN.V.,US,SSM,,DataHub Nasdaq listings
"SS&C Technologies Holdings,Inc.",US,SSNC,,DataHub Nasdaq listings
E.W. Scripps Company (The),US,SSP,,DataHub Nasdaq listings
SSR MiningInc.,US,SSRM,,DataHub Nasdaq listings
SuRo CapitalCorp.,US,SSSS,,DataHub Nasdaq listings
"SoundThinking,Inc.",US,SSTI,,DataHub Nasdaq listings
"Stratasys,Ltd.",US,SSYS,,DataHub Nasdaq listings
STAAR SurgicalCompany,US,STAA,,DataHub Nasdaq listings
STAKInc.,US,STAK,,DataHub Nasdaq listings
"S&T Bancorp,Inc.",US,STBA,,DataHub Nasdaq listings
StepStone GroupInc.,US,STEP,,DataHub Nasdaq listings
StreamexCorp.,US,STEX,,DataHub Nasdaq listings
Star Fashion Culture HoldingsLimited,US,STFS,,DataHub Nasdaq listings
StagwellInc.,US,STGW,,DataHub Nasdaq listings
Star Holdings,US,STHO,,DataHub Nasdaq listings
"Solidion Technology,Inc.",US,STI,,DataHub Nasdaq listings
"Neuronetics,Inc.",US,STIM,,DataHub Nasdaq listings
Sol StrategiesInc.,US,STKE,,DataHub Nasdaq listings
Steakholder FoodsLtd.,US,STKH,,DataHub Nasdaq listings
"The ONE Group Hospitality,Inc.",US,STKS,,DataHub Nasdaq listings
"Steel Dynamics,Inc.",US,STLD,,DataHub Nasdaq listings
StoneCoLtd.,US,STNE,,DataHub Nasdaq listings
"Stoke Therapeutics,Inc.",US,STOK,,DataHub Nasdaq listings
"Strategic Education,Inc.",US,STRA,,DataHub Nasdaq listings
"Sterling Infrastructure,Inc.",US,STRL,,DataHub Nasdaq listings
"Sutro Biopharma,Inc.",US,STRO,,DataHub Nasdaq listings
"Star Equity Holdings,Inc.",US,STRR,,DataHub Nasdaq listings
Stratus PropertiesInc.,US,STRS,,DataHub Nasdaq listings
STRATTEC SECURITYCORPORATION,US,STRT,,DataHub Nasdaq listings
Starz EntertainmentCorp.,US,STRZ,,DataHub Nasdaq listings
"Shattuck Labs,Inc.",US,STTK,,DataHub Nasdaq listings
Seagate Technology HoldingsPLC,US,STX,,DataHub Nasdaq listings
SU Group HoldingsLimited,US,SUGP,,DataHub Nasdaq listings
Sui Group HoldingsLimited,US,SUIG,,DataHub Nasdaq listings
"Suja Life,Inc.",US,SUJA,,DataHub Nasdaq listings
"SUNation Energy,Inc.",US,SUNE,,DataHub Nasdaq listings
"Sunrise Realty Trust,Inc.",US,SUNS,,DataHub Nasdaq listings
"Supernus Pharmaceuticals,Inc.",US,SUPN,,DataHub Nasdaq listings
SuperX AI TechnologyLimited,US,SUPX,,DataHub Nasdaq listings
"SurgePays,Inc.",US,SURG,,DataHub Nasdaq listings
PowerBankCorporation,US,SUUN,,DataHub Nasdaq listings
"Sinovac Biotech,Ltd.",US,SVA,,DataHub Nasdaq listings
Service Properties Trust,US,SVC,,DataHub Nasdaq listings
Stellar V CapitalCorp.,US,SVCC,,DataHub Nasdaq listings
"Silvaco Group,Inc.",US,SVCO,,DataHub Nasdaq listings
"Savara,Inc.",US,SVRA,,DataHub Nasdaq listings
SaverOne 2014Ltd.,US,SVRE,,DataHub Nasdaq listings
OceanPalInc.,US,SVRN,,DataHub Nasdaq listings
"Stran & Company,Inc.",US,SWAG,,DataHub Nasdaq listings
"Smith & Wesson Brands,Inc.",US,SWBI,,DataHub Nasdaq listings
"Latham Group,Inc.",US,SWIM,,DataHub Nasdaq listings
SWK HoldingsCorporation,US,SWKHL,,DataHub Nasdaq listings
"Skyworks Solutions,Inc.",US,SWKS,,DataHub Nasdaq listings
"Swarmer,Inc",US,SWMR,,DataHub Nasdaq listings
Swvl HoldingsCorp,US,SWVL,,DataHub Nasdaq listings
"China SXT Pharmaceuticals,Inc.",US,SXTC,,DataHub Nasdaq listings
"60 Degrees Pharmaceuticals,Inc.",US,SXTP,,DataHub Nasdaq listings
So-Young InternationalInc.,US,SY,,DataHub Nasdaq listings
"Stock Yards Bancorp,Inc.",US,SYBT,,DataHub Nasdaq listings
SymboticInc.,US,SYM,,DataHub Nasdaq listings
Synaptics Incorporated,US,SYNA,,DataHub Nasdaq listings
"Sypris Solutions,Inc.",US,SYPR,,DataHub Nasdaq listings
"Spyre Therapeutics,Inc.",US,SYRE,,DataHub Nasdaq listings
TransAct Technologies Incorporated,US,TACT,,DataHub Nasdaq listings
"Talkspace,Inc.",US,TALK,,DataHub Nasdaq listings
Tantech HoldingsLtd.,US,TANH,,DataHub Nasdaq listings
TaopingInc.,US,TAOP,,DataHub Nasdaq listings
Tao SynergiesInc.,US,TAOX,,DataHub Nasdaq listings
"Protara Therapeutics,Inc.",US,TARA,,DataHub Nasdaq listings
"Tarsus Pharmaceuticals,Inc.",US,TARS,,DataHub Nasdaq listings
"TaskUs,Inc.",US,TASK,,DataHub Nasdaq listings
TAT TechnologiesLtd.,US,TATT,,DataHub Nasdaq listings
"Taylor Devices,Inc.",US,TAYD,,DataHub Nasdaq listings
"The Bancorp,Inc.",US,TBBK,,DataHub Nasdaq listings
Turtle BeachCorporation,US,TBCH,,DataHub Nasdaq listings
"Brag House Holdings,Inc.",US,TBH,,DataHub Nasdaq listings
Taboola.comLtd.,US,TBLA,,DataHub Nasdaq listings
Thornburg Income Builder Opportunities Trust,US,TBLD,,DataHub Nasdaq listings
"Theravance Biopharma,Inc.",US,TBPH,,DataHub Nasdaq listings
"TruBridge,Inc.",US,TBRG,,DataHub Nasdaq listings
Token CatLimited,US,TC,,DataHub Nasdaq listings
"Texas Capital Bancshares,Inc.",US,TCBI,,DataHub Nasdaq listings
TriCo Bancshares,US,TCBK,,DataHub Nasdaq listings
"Texas Community Bancshares,Inc.",US,TCBS,,DataHub Nasdaq listings
"Tactile Systems Technology,Inc.",US,TCMD,,DataHub Nasdaq listings
Trip.com GroupLimited,US,TCOM,,DataHub Nasdaq listings
BlackRock TCP CapitalCorp.,US,TCPC,,DataHub Nasdaq listings
