name,country_iso2,popularity_count,source_item,source
Keely,US,12488,,US Social Security Administration baby names
Frankie,US,12479,,US Social Security Administration baby names
Anissa,US,12475,,US Social Security Administration baby names
Leeann,US,12464,,US Social Security Administration baby names
Lennon,US,12451,,US Social Security Administration baby names
Estella,US,12449,,US Social Security Administration baby names
Kallie,US,12448,,US Social Security Administration baby names
Shea,US,12434,,US Social Security Administration baby names
Sutton,US,12426,,US Social Security Administration baby names
Deidre,US,12424,,US Social Security Administration baby names
Dixie,US,12420,,US Social Security Administration baby names
Tamera,US,12412,,US Social Security Administration baby names
Carlee,US,12370,,US Social Security Administration baby names
Daleyza,US,12338,,US Social Security Administration baby names
Trista,US,12332,,US Social Security Administration baby names
Aleena,US,12318,,US Social Security Administration baby names
Dara,US,12308,,US Social Security Administration baby names
Bridgett,US,12306,,US Social Security Administration baby names
Leighton,US,12291,,US Social Security Administration baby names
Maren,US,12285,,US Social Security Administration baby names
Jaliyah,US,12277,,US Social Security Administration baby names
Raina,US,12230,,US Social Security Administration baby names
Alayah,US,12218,,US Social Security Administration baby names
Libby,US,12215,,US Social Security Administration baby names
Rhea,US,12206,,US Social Security Administration baby names
Marcie,US,12197,,US Social Security Administration baby names
Damaris,US,12174,,US Social Security Administration baby names
Suzette,US,12150,,US Social Security Administration baby names
Lorrie,US,12146,,US Social Security Administration baby names
Farrah,US,12116,,US Social Security Administration baby names
Marci,US,12103,,US Social Security Administration baby names
Lakisha,US,12102,,US Social Security Administration baby names
Ayana,US,12085,,US Social Security Administration baby names
Saige,US,12072,,US Social Security Administration baby names
Mina,US,12065,,US Social Security Administration baby names
Ashly,US,12045,,US Social Security Administration baby names
Xiomara,US,12038,,US Social Security Administration baby names
Abbigail,US,12019,,US Social Security Administration baby names
Meadow,US,12014,,US Social Security Administration baby names
Jeri,US,12012,,US Social Security Administration baby names
Adele,US,11993,,US Social Security Administration baby names
Maisie,US,11990,,US Social Security Administration baby names
Cori,US,11969,,US Social Security Administration baby names
Armani,US,11964,,US Social Security Administration baby names
Cari,US,11956,,US Social Security Administration baby names
Cataleya,US,11955,,US Social Security Administration baby names
Juana,US,11913,,US Social Security Administration baby names
Loren,US,11896,,US Social Security Administration baby names
Shaina,US,11892,,US Social Security Administration baby names
America,US,11873,,US Social Security Administration baby names
Kacey,US,11855,,US Social Security Administration baby names
Aliza,US,11854,,US Social Security Administration baby names
Kaylynn,US,11853,,US Social Security Administration baby names
Lizette,US,11835,,US Social Security Administration baby names
Sunny,US,11828,,US Social Security Administration baby names
Giuliana,US,11820,,US Social Security Administration baby names
Kristal,US,11801,,US Social Security Administration baby names
Ivory,US,11777,,US Social Security Administration baby names
Jadyn,US,11776,,US Social Security Administration baby names
Lilia,US,11758,,US Social Security Administration baby names
Isis,US,11747,,US Social Security Administration baby names
Oaklynn,US,11740,,US Social Security Administration baby names
Mari,US,11738,,US Social Security Administration baby names
Kaylani,US,11725,,US Social Security Administration baby names
Kaylyn,US,11721,,US Social Security Administration baby names
Alora,US,11720,,US Social Security Administration baby names
Eunice,US,11699,,US Social Security Administration baby names
Ansley,US,11693,,US Social Security Administration baby names
Janell,US,11675,,US Social Security Administration baby names
Noa,US,11663,,US Social Security Administration baby names
Fallon,US,11634,,US Social Security Administration baby names
Rosalinda,US,11610,,US Social Security Administration baby names
Ariah,US,11606,,US Social Security Administration baby names
Luisa,US,11598,,US Social Security Administration baby names
Charli,US,11570,,US Social Security Administration baby names
Renae,US,11559,,US Social Security Administration baby names
Emelia,US,11559,,US Social Security Administration baby names
Rosalind,US,11556,,US Social Security Administration baby names
Emmy,US,11553,,US Social Security Administration baby names
Aurelia,US,11544,,US Social Security Administration baby names
Milani,US,11525,,US Social Security Administration baby names
Kadence,US,11524,,US Social Security Administration baby names
Brittani,US,11507,,US Social Security Administration baby names
Mariela,US,11495,,US Social Security Administration baby names
Nellie,US,11468,,US Social Security Administration baby names
Adrianne,US,11459,,US Social Security Administration baby names
Jayne,US,11418,,US Social Security Administration baby names
Annabel,US,11413,,US Social Security Administration baby names
Madilynn,US,11367,,US Social Security Administration baby names
Karlie,US,11347,,US Social Security Administration baby names
Susanne,US,11335,,US Social Security Administration baby names
Cherish,US,11317,,US Social Security Administration baby names
Sondra,US,11295,,US Social Security Administration baby names
Ryann,US,11264,,US Social Security Administration baby names
Patience,US,11257,,US Social Security Administration baby names
Ciera,US,11233,,US Social Security Administration baby names
Zaria,US,11231,,US Social Security Administration baby names
Macey,US,11198,,US Social Security Administration baby names
Paislee,US,11168,,US Social Security Administration baby names
Tamra,US,11131,,US Social Security Administration baby names
Belen,US,11126,,US Social Security Administration baby names
Ailany,US,11119,,US Social Security Administration baby names
Davina,US,11109,,US Social Security Administration baby names
Karyn,US,11082,,US Social Security Administration baby names
Brylee,US,11078,,US Social Security Administration baby names
Alecia,US,11076,,US Social Security Administration baby names
Ariyah,US,11076,,US Social Security Administration baby names
Arely,US,11063,,US Social Security Administration baby names
Janiya,US,11046,,US Social Security Administration baby names
Hilda,US,11038,,US Social Security Administration baby names
Breana,US,11032,,US Social Security Administration baby names
Zoie,US,11022,,US Social Security Administration baby names
Tayler,US,11014,,US Social Security Administration baby names
Alaya,US,11001,,US Social Security Administration baby names
Marta,US,10994,,US Social Security Administration baby names
Aliya,US,10992,,US Social Security Administration baby names
Malaysia,US,10990,,US Social Security Administration baby names
