name,country_iso2,domains,web_pages,source_item,source
"University of Moncton, Edmundston",CA,cuslm.ca,http://www.cuslm.ca/,,Hipo university-domains-list
Dalhousie University,CA,dal.ca,http://www.dal.ca/,,Hipo university-domains-list
Douglas College,CA,douglas.bc.ca,http://www.douglas.bc.ca/,,Hipo university-domains-list
Durham College,CA,dcmail.ca,https://durhamcollege.ca/,,Hipo university-domains-list
Emily Carr Institute of Art + Design,CA,eciad.bc.ca,http://www.eciad.bc.ca/,,Hipo university-domains-list
"École nationale d'administration publique, Université du Québec",CA,enap.uquebec.ca,http://www.enap.uquebec.ca/,,Hipo university-domains-list
"École de technologie supérieure, Université du Québec",CA,etsmtl.ca,http://www.etsmtl.ca/,,Hipo university-domains-list
First Nations University of Canada,CA,firstnationsuniversity.ca,http://www.firstnationsuniversity.ca/,,Hipo university-domains-list
George Brown College,CA,gbrownc.on.ca,http://www.gbrownc.on.ca/,,Hipo university-domains-list
École des Hautes Études Commerciales,CA,hec.ca,http://www.hec.ca/,,Hipo university-domains-list
Humber College,CA,humber.ca|humbermail.ca,http://www.humber.ca/,,Hipo university-domains-list
Huron University College,CA,huronuc.on.ca,http://www.huronuc.on.ca/,,Hipo university-domains-list
"Institut Armand-Frappier, Université du Québec",CA,iaf.inrs.ca,http://www.iaf.inrs.ca/,,Hipo university-domains-list
"Institut National de la Recherche Scientifique, Université du Québec",CA,inrs.uquebec.ca,http://www.inrs.uquebec.ca/,,Hipo university-domains-list
Kingston College,CA,kingston.edu,http://www.kingston.edu/,,Hipo university-domains-list
King's University College,CA,kingsu.ab.ca,http://www.kingsu.ab.ca/,,Hipo university-domains-list
Kwantleen University College,CA,kwantlen.bc.ca,http://www.kwantlen.bc.ca/,,Hipo university-domains-list
Lakehead University,CA,lakeheadu.ca,http://www.lakeheadu.ca/,,Hipo university-domains-list
Langara College,CA,langara.bc.ca|langara.ca,http://www.langara.bc.ca/|https://langara.ca/,,Hipo university-domains-list
Lansbridge University,CA,lansbridge.com,http://www.lansbridge.com/,,Hipo university-domains-list
Laurentian University of Sudbury,CA,laurentian.ca,http://www.laurentian.ca/,,Hipo university-domains-list
MacEwan University,CA,macewan.ca,http://www.macewan.ca/,,Hipo university-domains-list
Malaspina University College,CA,mala.bc.ca,http://www.mala.bc.ca/,,Hipo university-domains-list
McGill University,CA,mcgill.ca,http://www.mcgill.ca/,,Hipo university-domains-list
McMaster University,CA,mcmaster.ca,http://www.mcmaster.ca/,,Hipo university-domains-list
Mount Saint Vincent University,CA,msvu.ca,http://www.msvu.ca/,,Hipo university-domains-list
Mount Allison University,CA,mta.ca,http://www.mta.ca/,,Hipo university-domains-list
Mount Royal University,CA,mtroyal.ca,http://www.mtroyal.ca/,,Hipo university-domains-list
Northern Alberta Institute of Technology,CA,nait.ca,http://www.nait.ca/,,Hipo university-domains-list
North Island College,CA,nic.bc.ca,http://www.nic.bc.ca/,,Hipo university-domains-list
Nipissing University,CA,nipissingu.ca,http://www.nipissingu.ca/,,Hipo university-domains-list
Northern Lights College,CA,nlc.bc.ca,http://www.nlc.bc.ca/,,Hipo university-domains-list
Nova Scotia Agricultural College,CA,nsac.ns.ca,http://www.nsac.ns.ca/,,Hipo university-domains-list
Nova Scotia College of Art and Design,CA,nscad.ns.ca,http://www.nscad.ns.ca/,,Hipo university-domains-list
Nicola Valley Institute of Technology,CA,nvit.bc.ca,http://www.nvit.bc.ca/,,Hipo university-domains-list
Ontario College of Art and Design,CA,ocad.ca,http://www.ocad.ca/,,Hipo university-domains-list
Okanagan University College,CA,okanagan.bc.ca,http://www.okanagan.bc.ca/,,Hipo university-domains-list
Dominican College of Philosophy and Theology,CA,op.org,http://www.op.org/,,Hipo university-domains-list
Pacific International College,CA,picollege.ca,http://www.picollege.ca/,,Hipo university-domains-list
"École Polytechnique de Montréal, Université de Montréal",CA,polymtl.ca,http://www.polymtl.ca/,,Hipo university-domains-list
Queen's University,CA,queensu.ca,http://www.queensu.ca/,,Hipo university-domains-list
Quest University,CA,questu.ca,http://www.questu.ca/,,Hipo university-domains-list
Redeemer College,CA,redeemer.ca,http://www.redeemer.ca/,,Hipo university-domains-list
Regent College,CA,regent-college.edu,http://www.regent-college.edu/,,Hipo university-domains-list
Royal Military College of Canada,CA,rmc.ca,http://www.rmc.ca/,,Hipo university-domains-list
Royal Roads University,CA,royalroads.ca,http://www.royalroads.ca/,,Hipo university-domains-list
Ryerson Polytechnic University,CA,ryerson.ca,http://www.ryerson.ca/,,Hipo university-domains-list
Southern Alberta Institute of Technology,CA,sait.ca,http://www.sait.ca/,,Hipo university-domains-list
Sauder School of Business,CA,sauder.ubc.ca,http://www.sauder.ubc.ca/,,Hipo university-domains-list
"University of Toronto, Scarborough",CA,scar.utoronto.ca,http://www.scar.utoronto.ca/,,Hipo university-domains-list
Selkirk College,CA,selkirk.bc.ca,http://www.selkirk.bc.ca/,,Hipo university-domains-list
Seneca College,CA,senecacollege.ca|myseneca.ca,http://www.senecacollege.ca/,,Hipo university-domains-list
Simon Fraser University,CA,sfu.ca,http://www.sfu.ca/,,Hipo university-domains-list
Sheridan College,CA,sheridancollege.ca,http://www.sheridancollege.ca/,,Hipo university-domains-list
Saskatchewan Indian Federated College,CA,sifc.edu,http://www.sifc.edu/,,Hipo university-domains-list
St. Clair College,CA,stclairc.on.ca|stclairconnect.ca|myscc.ca,http://www.stclairc.on.ca/,,Hipo university-domains-list
St. Francis Xavier University,CA,stfx.ca,http://www.stfx.ca/,,Hipo university-domains-list
St. Mary's University,CA,stmarys.ca|smu.ca,http://www.stmarys.ca/|https://smu.ca/,,Hipo university-domains-list
St. Thomas University,CA,stthomasu.ca,http://www.stthomasu.ca/,,Hipo university-domains-list
"Télé-université, Université du Québec",CA,teluq.uquebec.ca,http://www.teluq.uquebec.ca/,,Hipo university-domains-list
Trent University,CA,trentu.ca,http://www.trentu.ca/,,Hipo university-domains-list
University of Trinity College,CA,trinity.utoronto.ca,http://www.trinity.utoronto.ca/,,Hipo university-domains-list
Thompson Rivers University,CA,tru.ca,http://www.tru.ca/,,Hipo university-domains-list
Trinity Western University,CA,twu.ca,http://www.twu.ca/,,Hipo university-domains-list
University of Alberta,CA,ualberta.ca,http://www.ualberta.ca/,,Hipo university-domains-list
University of British Columbia,CA,ubc.ca,http://www.ubc.ca/,,Hipo university-domains-list
Bishop's University,CA,ubishops.ca,http://www.ubishops.ca/,,Hipo university-domains-list
University of Calgary,CA,ucalgary.ca,http://www.ucalgary.ca/,,Hipo university-domains-list
University College of Cape Breton,CA,uccb.ns.ca,http://www.uccb.ns.ca/,,Hipo university-domains-list
University of the Fraser Valley,CA,ufv.ca,https://www.ufv.ca/,,Hipo university-domains-list
Memorial University of Newfoundland,CA,ucs.mun.ca,http://www.ucs.mun.ca/,,Hipo university-domains-list
University of King's College,CA,ukings.ns.ca,http://www.ukings.ns.ca/,,Hipo university-domains-list
Université Laval,CA,ulaval.ca,http://www.ulaval.ca/,,Hipo university-domains-list
University of Lethbridge,CA,uleth.ca,http://www.uleth.ca/,,Hipo university-domains-list
University of Manitoba,CA,umanitoba.ca,http://www.umanitoba.ca/,,Hipo university-domains-list
University of Moncton,CA,umoncton.ca,http://www.umoncton.ca/,,Hipo university-domains-list
Université de Montréal,CA,umontreal.ca,http://www.umontreal.ca/,,Hipo university-domains-list
University of New Brunswick,CA,unb.ca,http://www.unb.ca/,,Hipo university-domains-list
University of Northern British Columbia,CA,unbc.ca,http://www.unbc.ca/,,Hipo university-domains-list
"University of New Brunswick, Saint John",CA,unbsj.ca,http://www.unbsj.ca/,,Hipo university-domains-list
University Canada West,CA,universitycanadawest.ca,http://www.universitycanadawest.ca/,,Hipo university-domains-list
University of Guelph,CA,uoguelph.ca,http://www.uoguelph.ca/,,Hipo university-domains-list
University of Ontario Institute of Technology,CA,uoit.ca,http://www.uoit.ca/,,Hipo university-domains-list
University of Ottawa,CA,uottawa.ca,http://www.uottawa.ca/,,Hipo university-domains-list
University of Prince Edward Island,CA,upei.ca,http://www.upei.ca/,,Hipo university-domains-list
Université du Québec à Chicoutimi,CA,uqac.ca,http://www.uqac.ca/,,Hipo university-domains-list
Université du Québec à Montréal,CA,uqam.ca,http://www.uqam.ca/,,Hipo university-domains-list
Université du Québec à Rimouski,CA,uqar.uquebec.ca,http://www.uqar.uquebec.ca/,,Hipo university-domains-list
Université du Québec en Abitibi-Témiscamingue,CA,uqat.uquebec.ca,http://www.uqat.uquebec.ca/,,Hipo university-domains-list
Université du Québec en Outaouais,CA,uqo.ca,http://www.uqo.ca/,,Hipo university-domains-list
Université du Québec à Trois-Rivières,CA,uqtr.uquebec.ca,http://www.uqtr.uquebec.ca/,,Hipo university-domains-list
University of Québec,CA,uquebec.ca,http://www.uquebec.ca/,,Hipo university-domains-list
University of Regina,CA,uregina.ca,http://www.uregina.ca/,,Hipo university-domains-list
University of Saskatchewan,CA,usask.ca,http://www.usask.ca/,,Hipo university-domains-list
Université de Sherbrooke,CA,usherb.ca,http://www.usherb.ca/,,Hipo university-domains-list
University of St. Jerome's College,CA,usjc.uwaterloo.ca,http://www.usjc.uwaterloo.ca/,,Hipo university-domains-list
St. Anne University,CA,ustanne.ednet.ns.ca,http://www.ustanne.ednet.ns.ca/,,Hipo university-domains-list
University College of Saint-Boniface,CA,ustboniface.mb.ca,http://www.ustboniface.mb.ca/,,Hipo university-domains-list
St. Paul University,CA,ustpaul.ca,http://www.ustpaul.ca/,,Hipo university-domains-list
University of Sudbury,CA,usudbury.com,http://www.usudbury.com/,,Hipo university-domains-list
"University of Toronto, Mississauga",CA,utm.utoronto.ca,http://www.utm.utoronto.ca/,,Hipo university-domains-list
University of Toronto,CA,utoronto.ca|toronto.edu,http://www.utoronto.ca/,,Hipo university-domains-list
University of Victoria,CA,uvic.ca,http://www.uvic.ca/,,Hipo university-domains-list
University of Waterloo,CA,uwaterloo.ca,http://www.uwaterloo.ca/,,Hipo university-domains-list
University of Windsor,CA,uwindsor.ca,http://www.uwindsor.ca/,,Hipo university-domains-list
University of Winnipeg,CA,uwinnipeg.ca,http://www.uwinnipeg.ca/,,Hipo university-domains-list
University of Western Ontario,CA,uwo.ca,http://www.uwo.ca/,,Hipo university-domains-list
Vancouver Community College,CA,vcc.ca,http://www.vcc.ca/,,Hipo university-domains-list
"Victoria University Toronto, University of Toronto",CA,vicu.utoronto.ca,http://vicu.utoronto.ca/,,Hipo university-domains-list
Wilfrid Laurier University,CA,wlu.ca|mylaurier.ca,http://www.wlu.ca/,,Hipo university-domains-list
York University,CA,yorku.ca,http://www.yorku.ca/,,Hipo university-domains-list
Yukon College,CA,yukoncollege.yk.ca,http://www.yukoncollege.yk.ca/,,Hipo university-domains-list
Universidade Jean Piaget de Cabo Verde,CV,cv.unipiaget.org,http://cv.unipiaget.org/,,Hipo university-domains-list
International College of the Cayman Islands,KY,icci.edu.ky,http://www.icci.edu.ky/,,Hipo university-domains-list
St. Matthews University,KY,stmatthews.edu,http://www.stmatthews.edu/,,Hipo university-domains-list
Université de Bangui,CF,univ-bangui.net,http://www.univ-bangui.net/,,Hipo university-domains-list
Université de N'Djamena,TD,univ-ndjamena.org,http://www.univ-ndjamena.org/,,Hipo university-domains-list
Universidad Academia de Humanismo Cristiano,CL,academia.cl,http://www.academia.cl/,,Hipo university-domains-list
Escuela de Arquitectura y Diseño,CL,arquitecturaucv.cl,http://www.arquitecturaucv.cl/,,Hipo university-domains-list
Pontificia Universidad Catolica de Chile,CL,uc.cl,https://www.uc.cl/,,Hipo university-domains-list
Universidad Austral de Chile,CL,uach.cl,http://www.uach.cl/,,Hipo university-domains-list
Universidad de Aconcagua,CL,uaconcagua.cl,http://www.uaconcagua.cl/,,Hipo university-domains-list
Universidad Alberto Hurtado,CL,uahurtado.cl,http://www.uahurtado.cl/,,Hipo university-domains-list
Universidad Adolfo Ibáñez,CL,uai.cl,http://www.uai.cl/,,Hipo university-domains-list
Universidad de Las Américas,CL,uamericas.cl,http://www.uamericas.cl/,,Hipo university-domains-list
Universidad de Los Andes,CL,uandes.cl,http://www.uandes.cl/,,Hipo university-domains-list
Universidad de Antofagasta,CL,uantof.cl,http://www.uantof.cl/,,Hipo university-domains-list
Universidad Autonoma del Sur,CL,uas.cl,http://www.uas.cl/,,Hipo university-domains-list
Universidad del Bío-Bío,CL,ubiobio.cl,http://www.ubiobio.cl/,,Hipo university-domains-list
Universidad Bernardo O'Higgins,CL,ubohiggins.cl,http://www.ubohiggins.cl/,,Hipo university-domains-list
Universidad Bolivariana,CL,ubolivariana.cl,http://www.ubolivariana.cl/,,Hipo university-domains-list
Universidad Chileno Britanica de Cultura,CL,ubritanica.cl,http://www.ubritanica.cl/,,Hipo university-domains-list
Universidad Central,CL,ucentral.cl,http://www.ucentral.cl/,,Hipo university-domains-list
Universidad Miguel de Cervantes,CL,ucervantes.cl,http://www.ucervantes.cl/,,Hipo university-domains-list
Universidad de Chile,CL,uchile.cl,http://www.uchile.cl/,,Hipo university-domains-list
Universidad de Ciencias de la Informatica,CL,ucinf.cl,http://www.ucinf.cl/,,Hipo university-domains-list
Universidad Catolica del Maule,CL,ucm.cl,http://www.ucm.cl/,,Hipo university-domains-list
Universidad Catolica del Norte,CL,ucn.cl,http://www.ucn.cl/,,Hipo university-domains-list
Universidad Catolica de La Santísima Concepción,CL,ucsc.cl,http://www.ucsc.cl/,,Hipo university-domains-list
Universidad Católica Cardenal Raúl Silva Henríquez,CL,ucsh.cl,http://www.ucsh.cl/,,Hipo university-domains-list
Universidad Catolica de Temuco,CL,uctem.cl,http://www.uctem.cl/,,Hipo university-domains-list
Universidad Catolica de Valparaiso,CL,ucv.cl,http://www.ucv.cl/,,Hipo university-domains-list
Universidad de Atacama,CL,uda.cl,http://www.uda.cl/,,Hipo university-domains-list
Universidad de Concepcion,CL,udec.cl,http://www.udec.cl/,,Hipo university-domains-list
Universidad del Mar,CL,udelmar.cl,http://www.udelmar.cl/,,Hipo university-domains-list
Universidad del Desarrollo,CL,udesarrollo.cl,http://www.udesarrollo.cl/,,Hipo university-domains-list
Universidad Diego Portales,CL,udp.cl,http://www.udp.cl/,,Hipo university-domains-list
Universidad Finis Terrae,CL,ufinis.cl,http://www.ufinis.cl/,,Hipo university-domains-list
Universidad de La Frontera,CL,ufro.cl|ufromail.cl,http://www.ufro.cl/,,Hipo university-domains-list
Universidad Gabriela Mistral,CL,ugm.cl,http://www.ugm.cl/,,Hipo university-domains-list
"Universidad International SEK, Santiago",CL,uisek.cl,http://www.uisek.cl/,,Hipo university-domains-list
Universidad José Santos Ossa,CL,ujso.cl,http://www.ujso.cl/,,Hipo university-domains-list
Universidad de Los Lagos,CL,ulagos.cl,http://www.ulagos.cl/,,Hipo university-domains-list
Universidad La Republica,CL,ulare.cl,http://www.ulare.cl/,,Hipo university-domains-list
Universidad de Magallanes,CL,umag.cl,http://www.umag.cl/,,Hipo university-domains-list
Universidad Maritima de Chile,CL,umaritima.cl,http://www.umaritima.cl/,,Hipo university-domains-list
Universidad Mayor,CL,umayor.cl,http://www.umayor.cl/,,Hipo university-domains-list
Universidad Metropolitana de Ciencias de la Educación,CL,umce.cl,http://www.umce.cl/,,Hipo university-domains-list
Universidad Mariano Egaña,CL,ume.cl,http://www.ume.cl/,,Hipo university-domains-list
Universidad Nacional Andrés Bello,CL,unab.cl,http://www.unab.cl/,,Hipo university-domains-list
Universidad Adventista de Chile,CL,unachile.cl,http://www.unachile.cl/,,Hipo university-domains-list
"Universidad ""Arturo Prat""",CL,unap.cl,http://www.unap.cl/,,Hipo university-domains-list
Universidad Francisco de Aguirre,CL,unfa.cl,http://www.unfa.cl/,,Hipo university-domains-list
"Universidad de Artes, Ciencias y Comunicación",CL,uniacc.cl,http://www.uniacc.cl/,,Hipo university-domains-list
Universidad Iberoamericana de Ciencias y Tecnologia,CL,unicit.cl,http://www.unicit.cl/,,Hipo university-domains-list
Universidad Arcis,CL,universidadarcis.cl,http://www.universidadarcis.cl/,,Hipo university-domains-list
Universidad del Pacífico,CL,upacifico.cl,http://www.upacifico.cl/,,Hipo university-domains-list
Universidad de Playa Ancha de Ciencias de la Educacion,CL,upa.cl,http://www.upa.cl/,,Hipo university-domains-list
Universidad de Santiago de Chile,CL,usach.cl,http://www.usach.cl/,,Hipo university-domains-list
Universidad de San Andres,CL,usanandres.cl,http://www.usanandres.cl/,,Hipo university-domains-list
Universidad de La Serena,CL,userena.cl,http://www.userena.cl/,,Hipo university-domains-list
Universidad San Sebastian,CL,uss.cl,http://www.uss.cl/,,Hipo university-domains-list
Universidad Santo Tomás,CL,ust.cl,http://www.ust.cl/,,Hipo university-domains-list
Universidad de Tarapacá,CL,uta.cl,http://www.uta.cl/,,Hipo university-domains-list
Universidad de Talca,CL,utalca.cl,http://www.utalca.cl/,,Hipo university-domains-list
Universidad Tecnológica Metropolitana,CL,utem.cl,http://www.utem.cl/,,Hipo university-domains-list
Universidad de Valparaiso,CL,uv.cl,http://www.uv.cl/,,Hipo university-domains-list
"Universidad Tecnologica ""Vicente Perez Rosales""",CL,uvipro.cl,http://www.uvipro.cl/,,Hipo university-domains-list
Universidad de Viña del Mar,CL,uvm.cl,http://www.uvm.cl/,,Hipo university-domains-list
Anhui Medical University,CN,ahmu.edu.cn,http://www.ahmu.edu.cn/,,Hipo university-domains-list
Anhui Normal University,CN,ahnu.edu.cn,http://www.ahnu.edu.cn/,,Hipo university-domains-list
Anhui Technical College of Water Resources and Hydroelectric Power,CN,ahsdxy.ah.edu.cn,http://www.ahsdxy.ah.edu.cn/,,Hipo university-domains-list
Anhui University of Traditional Chinese Medicine,CN,ahtcm.edu.cn,http://www.ahtcm.edu.cn/,,Hipo university-domains-list
Anhui University,CN,ahu.edu.cn,http://www.ahu.edu.cn/,,Hipo university-domains-list
Anhui University of Finance and Economics,CN,aufe.edu.cn,http://www.aufe.edu.cn/,,Hipo university-domains-list
Beijing University of Agriculture,CN,bac.edu.cn,http://www.bac.edu.cn/,,Hipo university-domains-list
Beijing Foreign Studies University,CN,bfsu.edu.cn,http://www.bfsu.edu.cn/,,Hipo university-domains-list
Bohai University,CN,bhu.edu.cn,http://www.bhu.edu.cn/,,Hipo university-domains-list
Beijing International Studies University,CN,bisu.edu.cn,http://www.bisu.edu.cn/,,Hipo university-domains-list
Beijing Institute of Technology,CN,bit.edu.cn,http://www.bit.edu.cn/,,Hipo university-domains-list
Beijing Information Science and Technology University,CN,biti.edu.cn,http://www.biti.edu.cn/,,Hipo university-domains-list
Beijing Jiaotong University,CN,bjtu.edu.cn,https://www.bjtu.edu.cn/,,Hipo university-domains-list
China Agriculture University East,CN,bjaeu.edu.cn,http://www.bjaeu.edu.cn/,,Hipo university-domains-list
Beijing Forestry University,CN,bjfu.edu.cn,http://www.bjfu.edu.cn/,,Hipo university-domains-list
Beijing Medical University,CN,bjmu.edu.cn,http://www.bjmu.edu.cn/,,Hipo university-domains-list
Beijing Petroleum University,CN,bjpeu.edu.cn,http://www.bjpeu.edu.cn/,,Hipo university-domains-list
Beijing Polytechnic University,CN,bjpu.edu.cn,http://www.bjpu.edu.cn/,,Hipo university-domains-list
Beijing University of Chinese Medicine and Pharmacology,CN,bjucmp.edu.cn,http://www.bjucmp.edu.cn/,,Hipo university-domains-list
Beijing Language and Culture University,CN,blcu.edu.cn,http://www.blcu.edu.cn/,,Hipo university-domains-list
Beijing Normal University,CN,bnu.edu.cn,http://www.bnu.edu.cn/,,Hipo university-domains-list
Beijing Sport University,CN,bsu.edu.cn,http://www.bsu.edu.cn/,,Hipo university-domains-list
Beijing University of Aeronautics and Astronautics,CN,buaa.edu.cn,http://www.buaa.edu.cn/,,Hipo university-domains-list
Beijing University of Chemical Technology,CN,buct.edu.cn,http://www.buct.edu.cn/,,Hipo university-domains-list
Beijing University of Posts and Telecommunications,CN,bupt.edu.cn,http://www.bupt.edu.cn/,,Hipo university-domains-list
Central Academy of Fine Art,CN,cafa.edu.cn,http://www.cafa.edu.cn/,,Hipo university-domains-list
Civil Aviation University of China,CN,cauc.edu,http://www.cauc.edu/,,Hipo university-domains-list
China Agricultural University,CN,cau.edu.cn,http://www.cau.edu.cn/,,Hipo university-domains-list
Central China Normal University,CN,ccnu.edu.cn,http://www.ccnu.edu.cn/,,Hipo university-domains-list
Changchun University of Technology,CN,ccut.edu.cn,http://www.ccut.edu.cn/,,Hipo university-domains-list
Chengdu University,CN,cdu.edu.cn,http://www.cdu.edu.cn/,,Hipo university-domains-list
Chengdu University of Traditional Chinese Medicine,CN,cdutcm.edu.cn,http://www.cdutcm.edu.cn/,,Hipo university-domains-list
Chengdu University of Technology,CN,cdut.edu.cn,http://www.cdut.edu.cn/,,Hipo university-domains-list
China Foreign Affairs University,CN,cfau.edu.cn,http://www.cfau.edu.cn/,,Hipo university-domains-list
China Academy of Art,CN,chinaacademyofart.com,http://www.chinaacademyofart.com/,,Hipo university-domains-list
Chengdu Institute of Sichuan International Studies University,CN,cisisu.edu.cn,http://www.cisisu.edu.cn/,,Hipo university-domains-list
China Medical University Shenyang,CN,cmu.edu.cn,http://www.cmu.edu.cn/,,Hipo university-domains-list
Changchun Teachers College,CN,cncnc.edu.cn,http://www.cncnc.edu.cn/,,Hipo university-domains-list
Capital Normal University,CN,cnu.edu.cn,http://www.cnu.edu.cn/,,Hipo university-domains-list
Chinese People's Public Security University,CN,cppsu.edu.cn,http://www.cppsu.edu.cn/,,Hipo university-domains-list
China Pharmaceutical University Nanjing,CN,cpu.edu.cn,http://www.cpu.edu.cn/,,Hipo university-domains-list
Capital University of Medical Sciences,CN,cpums.edu.cn,http://www.cpums.edu.cn/,,Hipo university-domains-list
Chongqing Education College,CN,cqec.net.cn,http://www.cqec.net.cn/,,Hipo university-domains-list
Chongqing Vocational College of Public Transportation,CN,cqgyzy.com,http://www.cqgyzy.com/,,Hipo university-domains-list
Chongqing Medical University,CN,cqmu.edu.cn,http://www.cqmu.edu.cn/,,Hipo university-domains-list
Chongqing Normal University,CN,cqnu.edu.cn,http://www.cqnu.edu.cn/,,Hipo university-domains-list
Chongqing Telecommunication College,CN,cqtcedu.com,http://www.cqtcedu.com/,,Hipo university-domains-list
Chongqing University of Communications,CN,cquc.edu.cn,http://www.cquc.edu.cn/,,Hipo university-domains-list
Chongqing University,CN,cqu.edu.cn,http://www.cqu.edu.cn/,,Hipo university-domains-list
Chongqing University of Post and Telecommunications,CN,cqupt.edu.cn,http://www.cqupt.edu.cn/,,Hipo university-domains-list
Chongqing University of Science and Technology,CN,cqust.cn,http://www.cqust.cn/,,Hipo university-domains-list
Chongqing University of Technology,CN,cqut.edu.cn,http://www.cqut.edu.cn/,,Hipo university-domains-list
Chongqing Wenli University,CN,cqwu.net,http://www.cqwu.net/,,Hipo university-domains-list
Central Radio and TV University,CN,crtvu.edu.cn,http://www.crtvu.edu.cn/,,Hipo university-domains-list
Central South Forestry University,CN,csfu.edu.cn,http://www.csfu.edu.cn/,,Hipo university-domains-list
Changsha Railway University,CN,csru.edu.cn,http://www.csru.edu.cn/,,Hipo university-domains-list
Central South University,CN,csu.edu.cn,http://www.csu.edu.cn/,,Hipo university-domains-list
Changsha University of Electric Power,CN,csuep.edu.cn,http://www.csuep.edu.cn/,,Hipo university-domains-list
Chongqing Technology and Business University,CN,ctbu.edu.cn,http://www.ctbu.edu.cn/,,Hipo university-domains-list
China Three Gorges University,CN,ctgu.edu.cn,http://www.ctgu.edu.cn/,,Hipo university-domains-list
China USA Business University,CN,cubu.edu,http://www.cubu.edu/,,Hipo university-domains-list
Communication University of China,CN,cuc.edu.cn,http://www.cuc.edu.cn/,,Hipo university-domains-list
Capital University of Economics and Business,CN,cueb.edu.cn,http://www.cueb.edu.cn/,,Hipo university-domains-list
Central University of Finance and Economics,CN,cufe.edu.cn,http://www.cufe.edu.cn/,,Hipo university-domains-list
China University of Geoscience Beijing,CN,cugb.edu.cn,http://www.cugb.edu.cn/,,Hipo university-domains-list
China University of Geosciences Wuhan,CN,cug.edu.cn,http://www.cug.edu.cn/,,Hipo university-domains-list
China University of Mining Technology - Beijing,CN,cumtb.edu.cn,http://www.cumtb.edu.cn/,,Hipo university-domains-list
China University of Mining Technology - Xuzhou,CN,cumt.edu.cn,http://www.cumt.edu.cn/,,Hipo university-domains-list
Central University for Nationalities,CN,cun.edu.cn,http://www.cun.edu.cn/,,Hipo university-domains-list
China University of Political Science and Law,CN,cupl.edu.cn,http://www.cupl.edu.cn/,,Hipo university-domains-list
China youth college for political science,CN,cyc.edu.cn,http://www.cyc.edu.cn/,,Hipo university-domains-list
"Donghua University, Shanghai",CN,dhu.edu.cn,http://www.dhu.edu.cn/,,Hipo university-domains-list
Dalian Medical University,CN,dlmedu.edu.cn,http://www.dlmedu.edu.cn/,,Hipo university-domains-list
Dalian Martime University,CN,dlmu.edu.cn,http://www.dlmu.edu.cn/,,Hipo university-domains-list
Dalian University,CN,dlu.edu.cn,http://www.dlu.edu.cn/,,Hipo university-domains-list
Dalian University of Foreign Language,CN,dlufl.edu.cn,http://www.dlufl.edu.cn/,,Hipo university-domains-list
Dalian University of Technology,CN,dlut.edu.cn,http://www.dlut.edu.cn/,,Hipo university-domains-list
Dongbei University of Finance And Economics,CN,dufe.edu.cn,http://www.dufe.edu.cn/,,Hipo university-domains-list
East China Jiao Tong University,CN,ecjtu.jx.cn,http://www.ecjtu.jx.cn/,,Hipo university-domains-list
East China Normal University,CN,ecnu.edu.cn,http://www.ecnu.edu.cn/,,Hipo university-domains-list
East China University of Science and Technology,CN,ecust.edu.cn,http://www.ecust.edu.cn/,,Hipo university-domains-list
Emeishan Buddhist College,CN,emsfj.com,http://www.emsfj.com/,,Hipo university-domains-list
Southern Medial University,CN,fimmu.edu.cn,http://www.fimmu.edu.cn/,,Hipo university-domains-list
Fujian Agricultural University,CN,fjau.edu.cn,http://www.fjau.edu.cn/,,Hipo university-domains-list
Fujian Medical University,CN,fjmu.edu.cn,http://www.fjmu.edu.cn/,,Hipo university-domains-list
Fujian Normal University,CN,fjnu.edu.cn,http://www.fjnu.edu.cn/,,Hipo university-domains-list
Fujian University of Traditional Chinese Medicine,CN,fjtcm.edu.cn,http://www.fjtcm.edu.cn/,,Hipo university-domains-list
4th Military Medical University,CN,fmmu.edu.cn,http://www.fmmu.edu.cn/,,Hipo university-domains-list
Foshan University,CN,fosu.edu.cn,http://www.fosu.edu.cn/,,Hipo university-domains-list
Fushun Petroleum University,CN,fspu.edu.cn,http://www.fspu.edu.cn/,,Hipo university-domains-list
Fudan University,CN,fudan.edu.cn,http://www.fudan.edu.cn/,,Hipo university-domains-list
Fuzhou University,CN,fzu.edu.cn,http://www.fzu.edu.cn/,,Hipo university-domains-list
Guangdong Polytechnic Normal University,CN,gdin.edu.cn,http://www.gdin.edu.cn/,,Hipo university-domains-list
Guangdong Radio & TV University,CN,gdrtvu.edu.cn,http://www.gdrtvu.edu.cn/,,Hipo university-domains-list
Guangdong University of Foreign Studies,CN,gdufs.edu.cn,http://www.gdufs.edu.cn/,,Hipo university-domains-list
Guangdong University of Technology,CN,gdut.edu.cn,http://www.gdut.edu.cn/,,Hipo university-domains-list
Gansu Agricultural University,CN,gsau.edu.cn,http://www.gsau.edu.cn/,,Hipo university-domains-list
Gansu University of Technology,CN,gsut.edu.cn,http://www.gsut.edu.cn/,,Hipo university-domains-list
Guangzhou Normal University,CN,guangztc.edu.cn,http://www.guangztc.edu.cn/,,Hipo university-domains-list
Guangxi Medical University,CN,gxmu.edu.cn,http://www.gxmu.edu.cn/,,Hipo university-domains-list
Guangxi Normal University,CN,gxnu.edu.cn,http://www.gxnu.edu.cn/,,Hipo university-domains-list
Guangxi Traditional Chinese Medical University,CN,gxtcmu.edu.cn,http://www.gxtcmu.edu.cn/,,Hipo university-domains-list
